,val_loss,val_mean_absolute_error,loss,mean_absolute_error
0,0.8959693327294334,0.6414803774217673,1.0972268894876833,0.8054785655767239
1,0.8600725315041989,0.6308831047444117,0.883150609071842,0.6423851306944256
2,0.8415738859209597,0.6244212036491722,0.8550524257681723,0.6325059307376402
3,0.8257487473033723,0.6135520854029238,0.836029606582484,0.6227422384937829
4,0.8196242338592922,0.6120142440458963,0.8234237759445772,0.614412898958533
5,0.8172906197710521,0.6090676873327218,0.8169191370321268,0.6094281542909534
6,0.8137803152775801,0.6049104185972346,0.8124785296673619,0.6054750417082113
7,0.8118175426569586,0.6039495302418593,0.8088747158323585,0.6019862592678099
8,0.809799881712083,0.5995816989428436,0.8056172043781961,0.5986096499203862
9,0.8082348206259322,0.5964671226873559,0.8029085299752641,0.5956328248464933
10,0.8078913605341347,0.5976258033797854,0.8008194473349696,0.5931796916751125
11,0.8064333842280457,0.5936012800479631,0.7989933208701838,0.5910167116662264
12,0.8072167262778304,0.5933285338629593,0.797661559398436,0.5893600366794731
13,0.8063001038017361,0.5919878317097548,0.7965138600250624,0.5878753302741893
14,0.806715657038989,0.5908359244763394,0.7957237886322462,0.5867722706748756
15,0.8070270296432273,0.5920566132724193,0.7950319208155152,0.585811996713273
16,0.8071024351497217,0.5907830887126483,0.794505725609481,0.5850284579803684
17,0.8067433581374208,0.5926205919177119,0.7940351012308945,0.5843171913085852
18,0.8057498869624922,0.5903790082708116,0.7934447896726751,0.5834683497004144
19,0.807467915815875,0.5904519092835223,0.7929533812338062,0.5827528276700252
20,0.8068981585414728,0.589302583224213,0.7926386951596527,0.5822897970645903
21,0.8068425044669167,0.5890864620926559,0.7922607744527486,0.5816774647183783
22,0.8063144399548456,0.5900007374184106,0.7919008887339053,0.5811957973712825
23,0.8063131467354828,0.588963415216191,0.7915793862699303,0.5806459556730316
24,0.8066146457982686,0.5888670337731204,0.7913116765604183,0.5802549159675353
