,val_loss,val_mean_absolute_error,loss,mean_absolute_error
0,0.8444495411803488,0.6455307581507769,1.0759635211895426,0.8469460752856977
1,0.8304801938719437,0.6306983745488964,0.8422297931379366,0.6451626316464005
2,0.823620651161573,0.6277308493974756,0.8293227013134823,0.6344180407072717
3,0.8200352086884076,0.622897524691996,0.8220840077281392,0.6286517790945633
4,0.8127934028867816,0.617370537008907,0.8154411901859635,0.6234106013888534
5,0.804836208336666,0.6113754215299106,0.8058854215298921,0.6159609112062475
6,0.8007027037808152,0.6092288797018958,0.7975477612334614,0.6094125033659202
7,0.7984308712184429,0.6077213836375808,0.7920269720762415,0.6049871924238436
8,0.7968504262752221,0.606070119643309,0.7876923978159162,0.601512374365502
9,0.7955846321753791,0.6034840866923332,0.7839958052109472,0.5985166926828311
10,0.793846880131569,0.6026851953785928,0.7804419592807881,0.5956932525882164
11,0.7926537756670694,0.6008022237630164,0.7771365916597408,0.593059309297406
12,0.791631889025696,0.5998381171680864,0.7737621185328993,0.5903513536665922
13,0.7894292078057273,0.5983219372078044,0.7703258209172091,0.5877136428590276
14,0.787501554997241,0.5984257361317267,0.7669505549787403,0.5850770601451513
15,0.7862587624275293,0.5958821910326598,0.7636706135842374,0.5825774708981264
16,0.7853568979829061,0.594587512741812,0.7606979860816206,0.5803511689270515
17,0.784097252138814,0.5933530643338063,0.7579984287988314,0.5782435206656761
18,0.7826804240218929,0.5931620078130824,0.7555229077635941,0.5763816565075132
19,0.7826145150255962,0.5934400435720311,0.7531175451319919,0.5745581772048287
20,0.782009308760772,0.5921038308593093,0.7510225016219798,0.572967216713272
21,0.7822733295501255,0.5911978023951171,0.7489809537180754,0.5713905498617704
22,0.7809911808762394,0.5911494968000983,0.7470709387861919,0.5700040964939743
23,0.7807352301038679,0.5908580354002656,0.7452770406807333,0.5685800533270806
24,0.7807003909447154,0.5904118419914949,0.7436507927678336,0.5673795470348844
25,0.7802782177192266,0.589247760225515,0.7420188162646639,0.5661401041797274
26,0.780230912944821,0.5886762123860296,0.7404084129468588,0.56488507807031
27,0.7800921243844462,0.5899764216337048,0.738856495396515,0.5636260777776295
28,0.7797211900231291,0.5891063047847787,0.737420038682417,0.5625480752930406
29,0.7793448183258049,0.5888874004365968,0.7360388079266293,0.5614342694193556
30,0.7793741282991699,0.5889913403108472,0.7347944084729117,0.5605033220440769
31,0.7793680020898092,0.5878040618950227,0.7335018313152145,0.5594947653793885
32,0.7793679758906364,0.5878993917684086,0.732401606769119,0.5585717171488233
33,0.7792440815905078,0.5876349458073984,0.7310983113887733,0.557520323848681
34,0.779323652142384,0.5871230116510977,0.7302230074755879,0.5567951320191268
35,0.7793648303410069,0.5874097702078155,0.7291209126362447,0.5559270718708313
36,0.7795467395030085,0.5865567670982392,0.7281865203647785,0.5552106943943216
37,0.7789354171664988,0.5878859139123901,0.7272533188027345,0.55444799294609
38,0.7784587475242185,0.587322072354985,0.7262677333707329,0.5535943721704942
39,0.7782060085017173,0.5877194430862294,0.7252889199595441,0.5528574768546661
40,0.7791385116269354,0.5860565673010271,0.724601732679487,0.5522913072673191
41,0.7788978987907778,0.585996611440768,0.7236771528760733,0.5514977741111246
42,0.7782022807686055,0.5862033731136166,0.7228199133003297,0.5507859848087892
43,0.7785083090917009,0.5856475314033813,0.7220691199839244,0.550185539112358
44,0.7782152579700361,0.5860940893409682,0.7213080012224575,0.5495651119980663
45,0.7783670499310141,0.5860216844765866,0.7207609623592588,0.5491056330972516
46,0.7792899568916344,0.5852355084336195,0.7198614999762112,0.5483331084726125
47,0.7792450193865378,0.5866507887229567,0.7192401774833737,0.5478623187206945
48,0.7776761504470325,0.5857912111477773,0.7186151811159407,0.5472749844795337
49,0.7783174441486108,0.5855144987829396,0.717839067903771,0.546657026051417
50,0.7777987581173904,0.5853520906606658,0.7172392151002822,0.5461345543184843
51,0.7790388859442023,0.5848693024428164,0.7166549190887346,0.5457023134857114
52,0.7786456181621942,0.5850315103765393,0.716133765697425,0.5451752967104215
53,0.778444911612839,0.5845442842997488,0.7153736258315367,0.5446175758254611
54,0.7778535305720861,0.5844619017644007,0.7150478116928046,0.5443266440080774
