,val_loss,val_mean_absolute_error,loss,mean_absolute_error
0,0.8435737972498917,0.645574721584066,1.0776308899325089,0.8502559650404107
1,0.828516567217522,0.6312809058877288,0.8434245259787039,0.6461371568462143
2,0.8220194019377232,0.6252827482511762,0.8299955371053082,0.6349443419216463
3,0.8175569107664413,0.6231103350759529,0.8222773324671506,0.6288272319820394
4,0.8091121621918483,0.6157364534427885,0.8143691500511738,0.622608905576957
5,0.8020473063969221,0.6105732365709836,0.8047635658756568,0.6151423136221426
6,0.7989039662309357,0.6073656706292121,0.7969882108202457,0.6090511712676389
7,0.7967438239176743,0.6067782921380684,0.7916280907607482,0.6047374782321912
8,0.7949558330363915,0.6043189831810897,0.7873812924270703,0.6013066408536257
9,0.7938459252969163,0.6029164552322177,0.7836311420953265,0.5983217158934975
10,0.7920435987657211,0.6016888131127983,0.7800785981899426,0.5954341428355018
11,0.7905093339256576,0.6016032983411531,0.7768231081479726,0.592840961824574
12,0.789915486742727,0.5995827769158316,0.7737109737057696,0.5903851298941919
13,0.7882376923302158,0.5991151158804776,0.7705514772459975,0.5878611169234114
14,0.7872860362050963,0.5968454522920437,0.7674641046715022,0.5855014241722368
15,0.7852869127861789,0.5959123059130106,0.7644300974531648,0.5831433831255162
16,0.7849820242797743,0.5946000788788326,0.7615740163997112,0.5809139099893126
17,0.7836241383166587,0.593570738664416,0.7588313483435053,0.5788740790301262
18,0.7827014539574013,0.5929827395765508,0.7562848013176258,0.5769289319175328
19,0.7819492372333027,0.5941016491441453,0.7537718521394424,0.5749591916260398
20,0.7816962842814258,0.5913242899858561,0.751488018475345,0.573284781729216
21,0.7810446529603395,0.5906254939857076,0.7493740434884781,0.5716558330999543
22,0.7799868017557214,0.5915663123863643,0.7472946697540666,0.5701373200162114
23,0.7798978057918978,0.5895404293522483,0.7454588393028964,0.5687538938102414
24,0.7791658840218528,0.5897958968750766,0.7436246738619386,0.5673148977714454
25,0.7794162035599107,0.5900467681835909,0.74186262100111,0.5659743187465227
26,0.7801222159970002,0.5883920443717574,0.7402538114107297,0.5647306022335881
27,0.7788337068479569,0.5887794733413907,0.7387359677043055,0.563510800719546
28,0.778367743812135,0.5885508844598395,0.7374005296393349,0.5624967154917803
29,0.7775714919581765,0.5893413783585439,0.735972872948481,0.5613876010509248
30,0.7775996420837816,0.5888396218785497,0.7345416367440545,0.5603138743603592
31,0.7771846719208311,0.588675105425178,0.7334332096656715,0.5594837050522563
32,0.7786210013217614,0.5875075738571707,0.732245196138094,0.5585474228951179
33,0.7772843556814506,0.58703231915343,0.7309768504013529,0.557540415028878
34,0.777305326867299,0.5872856956280645,0.7300157617255817,0.5567207881405785
35,0.7776725740462053,0.5884370072821125,0.7289518657527099,0.5558821804315405
36,0.7778571857536425,0.5865418010192817,0.7279098945641114,0.5549777530134572
37,0.7776482281748389,0.5861302334509912,0.7269674455133474,0.5542683132083522
