,val_loss,val_mean_absolute_error,loss,mean_absolute_error
0,0.8825417562830643,0.6572273908579935,1.825826415065532,0.7126534287637616
1,0.8492740757885526,0.6365374572208671,0.8918992334270565,0.6572761899729344
2,0.8348379175438255,0.6279432772368682,0.8619270462663162,0.6436587390597972
3,0.8227740962241517,0.6186601791958339,0.8429862157317471,0.6325901137952322
4,0.8171971915442435,0.6147116453188365,0.828587478936451,0.623481451718982
5,0.8130771967231251,0.6126644287685878,0.8190692260718965,0.6173991237274885
6,0.810399053282425,0.616652498968312,0.8120133022476339,0.6125878072023717
7,0.8078297238613739,0.6116907090925779,0.8060396019442275,0.6083351702216977
8,0.8074545719828762,0.6041983490596052,0.8005861593041574,0.6042414074683113
9,0.8028625985149478,0.6046106767703275,0.7957945281421808,0.6004894559878243
10,0.8016222918131313,0.6083769254752847,0.79095464130939,0.5963709056784361
11,0.7970724013008055,0.6017050028580134,0.7862672026476428,0.592448293742235
12,0.7950545008309552,0.59662349741967,0.7827027402089084,0.5892867270550187
13,0.7973478852969701,0.6051837597958377,0.7793931276976221,0.5863274424440708
14,0.7950732856988907,0.5959823809441973,0.7766789144746922,0.5840099257097822
15,0.7981422075726947,0.5948730415252389,0.7741142264891604,0.5817580412179706
16,0.7955967229409296,0.6016330651816775,0.7719188943254335,0.5798371710530942
